node,acc1,acc2,ane1,ane2,ane3,timestamp
sb1,0.0,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.0793469101190567,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08278019726276398,0.016441596671938896,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08354314416646957,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08201724290847778,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08316166698932648,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08316166698932648,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08468757569789886,0.016441596671938896,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08392462134361267,0.016441596671938896,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08430609107017517,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08506904542446136,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08468757569789886,0.016556039452552795,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08545052260160446,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08583199977874756,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08583199977874756,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08621346950531006,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08697643131017685,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08659495413303375,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08697643131017685,0.016556039452552795,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08812084794044495,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08773937821388245,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08621346950531006,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08812084794044495,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08812084794044495,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08926527202129364,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08850232511758804,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08926527202129364,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08964675664901733,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08888380229473114,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.08964675664901733,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09002823382616043,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09040970355272293,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09117265045642853,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09079118072986603,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09155413508415222,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09231708198785782,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09193561226129532,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09269855916500092,0.016517890617251396,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09308003634214401,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09308003634214401,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09384298324584961,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.0957503616809845,0.016556039452552795,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
sb1,0.09384298324584961,0.016479743644595146,0.016479743644595146,0.016479743644595146,0.016479743644595146,09:48:26
