node,acc1,acc2,timestamp
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016403447836637497,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016289005056023598,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016289005056023598,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016403447836637497,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016403447836637497,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016289005056023598,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016403447836637497,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016289005056023598,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016403447836637497,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016289005056023598,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016289005056023598,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016403447836637497,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016403447836637497,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016289005056023598,0.016289005056023598,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016403447836637497,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
sb3,0.016327153891324997,0.016327153891324997,09:48:31
sb3,0.016365300863981247,0.016327153891324997,09:48:31
sb3,0.016327153891324997,0.016365300863981247,09:48:31
